# dataset:out.dbpedia-team
# p sheild sheild% k-1 runtime(ms)
2 0 0 14550 1122
2 2 0.271023 13957 1160
2 4 0.535924 12399 1200
2 14 0.701323 8957 1365
2 30 0.79769 6593 1567
2 53 0.866984 4499 1793
2 95 0.911729 3015 2083
2 167 0.941472 2001 2320
2 253 0.960942 1342 2610
2 355 0.973971 5922 2947
2 462 0.982648 7949 3250
2 578 0.988422 8391 3471
2 739 0.992252 8807 3642
2 904 0.994835 9309 3902
